Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps),Jenis Rekomendasi Optimasi,Jenis Rekomendasi Optimasi_Melakukan Beamforming dan Handover Tuning,Jenis Rekomendasi Optimasi_Melakukan Optimasi Load Balancing dan Handover Tuning,Jenis Rekomendasi Optimasi_Melakukan Optimasi MEC dan Carrier Aggregation,Jenis Rekomendasi Optimasi_Melakukan Optimasi Power Control,cluster,RSRP(dBm)_after,SINR(dB)_after,Throughput Downlink(Kbps)_after,Throughput Uplink(Kbps)_after
106.53355976,-7.35168368,-106.88,9.000000000000002,10328.6,2254.93,Melakukan Optimasi Load Balancing dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.067885,17.951824999999985,17745.02487,4788.390835000001
106.53360633,-7.35171505,-109.94,6.5,18394.23,1752.0299999999997,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.80480999999999,17.88204999999998,23734.344029999986,4687.76193
106.53365465,-7.35174798,-110.31,1.999999999999999,17449.23,803.53,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.684705,16.97157499999998,22605.34706999999,4227.282925
106.53370088,-7.35177774,-108.25,3.5000000000000004,17066.5,2048.58,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.04990999999997,17.664749999999984,20080.60967999999,5020.409129999999
106.53375081,-7.35180917,-110.12,6.0,10733.32,2138.65,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.97731,17.50044999999997,21591.21708,4520.02929
106.53379622,-7.35183762,-108.31,6.5,19164.65,2711.08,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.36480999999998,18.069049999999994,21510.213929999998,5619.841930000005
106.53385202,-7.35187283,-109.5,5.499999999999999,16024.06,1650.88,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.82710999999999,17.821249999999974,23559.90572999998,4755.29393
106.53390781,-7.35191189,-110.25,5.499999999999999,13979.68,1344.61,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.85361,17.85614999999997,23225.75117999999,4606.47009
106.53396777,-7.35195427,-110.25,6.0,11055.35,973.66,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.94691,17.712049999999977,21582.067980000003,4223.064649999999
106.53402681,-7.35199469,-109.19,6.5,5948.31,1044.7,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-97.02340999999998,13.769049999999982,10034.06103,3072.8598500000007
106.53409484,-7.35204016,-110.56,5.499999999999999,5266.45,786.29,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-97.55241,13.370749999999974,9525.136979999997,2788.6462500000007
106.53415289,-7.35208117,-111.44,6.0,4196.47,1349.81,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-99.372205,11.658874999999998,8188.291860000004,2545.835484999998
106.53417007,-7.35209334,-109.62,4.999999999999999,5128.39,620.36,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-97.27130999999999,13.324049999999987,8772.274979999998,2754.308490000001
106.53430275,-7.35222309,-109.5,7.000000000000001,6009.73,862.46,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-96.97120999999999,13.754049999999989,10747.243380000005,3113.68593
106.53436339,-7.35231216,-108.38,6.0,5825.57,1681.93,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-96.53970999999999,14.185749999999969,9452.299679999998,3575.804170000001
106.53441896,-7.35240642,-108.56,6.0,13617.04,2332.53,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.42451,18.060949999999984,21678.513179999994,5071.264489999999
106.53446908,-7.35249657,-109.94,4.999999999999999,10833.61,1287.54,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.89940999999999,17.600249999999974,21617.34588,4249.962729999999
106.53451878,-7.35258575,-110.75,4.000000000000001,6730.75,1259.07,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-96.06320999999998,14.98084999999998,15850.176629999996,3498.4329699999985
106.53457007,-7.35267213,-111.0,4.499999999999998,10784.35,588.01,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-94.06221,17.38534999999998,21324.192479999994,3963.867689999998
106.53462636,-7.35275231,-105.75,4.999999999999999,8383.23,903.36,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-92.53761499999999,18.356524999999987,15106.422090000011,3600.5146949999994
106.53468557,-7.35281754,-106.5,4.000000000000001,8419.71,1667.29,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.13971499999998,17.408224999999995,15989.740740000007,3993.900934999998
106.53474862,-7.35287038,-106.25,6.0,7371.08,2296.47,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.75861499999999,17.10082499999999,15241.423440000006,4343.954694999999
106.53481691,-7.35291598,-106.25,1.0000000000000009,3736.35,2145.02,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-95.44050499999999,14.016574999999989,5644.844609999998,2908.182365000001
106.53488883,-7.35295173,-105.25,0.5000000000000004,6255.14,2744.77,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-93.60419999999999,15.559499999999982,8147.687549999999,3806.9750400000003
106.53496372,-7.35298421,-100.56,4.000000000000001,3954.5499999999997,3773.06,Melakukan Beamforming dan Handover Tuning,0.0,1.0,0.0,0.0,1,-89.3017,17.344,5631.167399999998,4199.68368
106.53503434,-7.35301005,-97.75,7.000000000000001,13189.99,5649.27,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,1.0,0.0,0.0,2,-94.3756,9.412499999999998,12820.972670000005,6007.022700000004
106.53510243,-7.35302458,-100.75,7.000000000000001,10443.26,4693.18,Melakukan Optimasi Load Balancing dan Handover Tuning,1.0,0.0,0.0,0.0,2,-95.40900000000002,8.913999999999984,11354.665080000006,4573.438450000003
106.53517976,-7.35304793,-101.81,3.5000000000000004,12403.97,3655.81,Melakukan Beamforming dan Handover Tuning,1.0,0.0,0.0,0.0,1,-90.963805,19.01517499999999,18102.880319999993,4762.046605000001
106.5352465,-7.35308196,-102.44,4.999999999999999,10116.74,6272.349999999999,Melakukan Beamforming dan Handover Tuning,0.0,1.0,0.0,0.0,1,-91.29109999999997,16.096699999999988,16842.098550000002,10077.048160000002
106.53530093,-7.35310997,-103.38,10.000000000000004,10424.61,5020.84,Melakukan Optimasi Load Balancing dan Handover Tuning,1.0,0.0,0.0,0.0,2,-96.22809500000001,10.998325,12689.414390000007,4142.919820000002
106.53531638,-7.35311791,-103.94,5.499999999999999,5100.25,3722.1,Melakukan Beamforming dan Handover Tuning,0.0,1.0,0.0,0.0,1,-92.29420499999998,18.070374999999984,8082.151169999999,4290.362445000002
106.53543301,-7.35317558,-98.88,8.000000000000002,7255.28,3675.59,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,1.0,0.0,0.0,2,-96.02370000000002,10.577299999999987,9387.873330000008,3059.147544999998
106.53549424,-7.35320243,-97.5,9.000000000000002,10029.18,5072.67,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,1.0,0.0,0.0,2,-94.9261,10.86769999999998,12404.004800000008,4931.117545000003
106.53556233,-7.35321782,-96.94,11.499999999999998,15209.15,6568.83,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,1.0,0.0,0.0,2,-93.77650000000001,11.547699999999969,15026.061489999998,6240.995949999998
106.53563554,-7.35321782,-94.88,9.000000000000002,27661.06,12417.949999999999,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,0.0,1.0,0.0,2,-92.303635,10.565674999999978,27819.173769999994,9973.94142
106.53570425,-7.35320879,-92.56,13.0,8987.43,10152.76,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,1.0,0.0,0.0,0,-86.2268,18.161899999999985,11635.11972,4862.246249999998
106.53577055,-7.3532022,-92.0,10.999999999999998,6276.32,11352.95,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,0.0,1.0,0.0,2,-88.76719999999997,9.090799999999987,8296.468400000003,10131.715855000006
106.53583352,-7.35319108,-88.75,13.5,5551.9,14073.22,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-82.09908,19.59445,13964.391909999991,16585.17033
106.5358941,-7.35318076,-90.88,10.999999999999998,5259.46,13139.97,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,1.0,0.0,0.0,0,-84.30653500000003,15.64617499999998,6553.537070000003,9463.879119999994
106.53595451,-7.35317393,-89.06,10.000000000000004,8354.78,21741.39,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,0.0,1.0,0.0,2,-85.45001500000002,12.443574999999978,16224.099210000002,24265.640235000006
106.53602503,-7.35317176,-80.69,12.5,7125.21,19989.3,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-77.67440999999998,18.24965,16802.136380000004,24354.765049999998
106.53609379,-7.35318138,-79.06,10.999999999999998,11304.71,23176.869999999995,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-77.021175,17.106075,17663.20466,24547.960145000012
106.53616452,-7.3531995,-78.38,14.000000000000002,17682.94,35564.9,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-75.77882999999999,16.99315,20230.50074,37304.738275000025
106.5362348,-7.35322707,-78.56,11.499999999999998,13997.46,29060.79,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.68159,15.742049999999999,20228.445159999996,25924.55605
106.53631413,-7.35326001,-79.0,12.5,12562.59,28947.81,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.190715,16.352674999999998,19406.628890000007,25333.936534999993
106.53640033,-7.35329531,-79.19,14.999999999999996,16387.93,30815.68,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.215005,17.95562500000001,21357.693660000004,25555.599974999997
106.5364856,-7.35332993,-80.5,13.0,12425.83,29458.550000000003,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-79.413915,16.991074999999988,19356.28611,25936.399774999994
106.53653963,-7.35335044,-83.0,13.0,5832.96,20016.77,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-78.48868,18.6667,16732.752580000004,24382.405250000007
106.53656456,-7.3533599,-83.06,14.000000000000002,10482.64,36419.13,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-78.86016499999998,16.648125000000018,19878.83250000001,42253.43023500003
106.53670443,-7.35341546,-85.44,13.0,9560.52,30833.58,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-80.50947000000001,18.539999999999978,18601.14382,25474.43303
106.53678292,-7.35344869,-86.0,10.999999999999998,14934.35,25656.179999999997,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-80.87033000000001,17.70875,18992.529,25281.581949999985
106.53686447,-7.35348393,-85.62,10.999999999999998,13819.84,29268.16,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,3,-82.42664,14.98499999999999,20729.721220000007,27348.116615
106.53694712,-7.3535192,-87.0,13.0,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-80.71399999999997,18.564399999999967,27776.325720000015,8450.4935
106.53703283,-7.35355728,-87.06,14.000000000000002,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-80.74479999999998,18.939199999999975,27558.69468000002,8601.227625000001
106.53712905,-7.35359938,-82.19,12.5,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-78.52830000000002,18.22779999999998,28007.644440000007,7826.160874999995
106.5372285,-7.35364541,-79.38,13.0,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-71.97220000000002,18.97739999999997,27378.282239999986,8203.023999999996
106.53732971,-7.3536929,-78.25,14.000000000000002,23651.08,6224.140000000001,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-71.13910000000003,19.36909999999998,27837.68483999999,8332.738374999999
106.53743058,-7.35374347,-78.81,14.999999999999996,13931.14,18181.92,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-78.55208,18.985000000000007,19727.57992,22625.378824999993
106.53752233,-7.35378871,-76.69,11.499999999999998,36070.05,72968.52,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-77.2206,13.49420000000001,36987.11690000001,49378.26200000001
106.53761435,-7.35383168,-76.75,13.0,62368.06,42903.04,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-77.2732,14.829200000000005,60710.17570000002,45296.651399999995
106.5377062,-7.35387043,-77.38,16.999999999999996,62026.4,47338.08,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-76.5376,16.5934,59774.62029999997,47093.28380000003
106.53779032,-7.35390392,-75.06,12.5,52106.83,37003.75,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-76.186,13.300800000000002,48199.802599999995,37894.868500000004
106.53786283,-7.35393532,-78.31,12.0,16180.830000000002,26547.400000000005,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.00980000000001,15.830800000000005,21704.72534,25962.800009999995
106.53794035,-7.3539693,-78.5,13.0,49327.38,27752.09,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.26420000000003,12.624799999999984,48949.30219999998,26834.297899999998
106.53800136,-7.35399791,-79.25,14.000000000000002,44130.4,24624.11,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.55930000000002,13.161299999999988,43529.68749999998,23726.092999999997
106.53804528,-7.3540182,-78.0,13.0,33540.79,18743.13,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-77.83647000000005,13.633950000000016,35106.32231999998,20182.99055
106.53805874,-7.35402442,-76.06,16.999999999999996,59175.11,24853.87,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-77.87450000000001,15.829300000000012,58192.81609999999,28294.460499999997
106.53811988,-7.35405557,-77.75,14.000000000000002,39927.41,35610.0,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-76.84350000000003,14.15420000000001,38797.299799999986,35868.122500000005
106.5381431,-7.35406837,-79.25,14.999999999999996,38104.02,31644.67,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.14630000000002,14.255599999999992,39290.002999999975,26607.868300000024
106.53817065,-7.35408348,-79.75,14.499999999999996,59303.33,42784.03,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.61689999999999,14.492099999999997,59283.600100000025,46255.5262
106.53820177,-7.35409657,-79.75,15.999999999999996,61398.97000000001,48572.02999999999,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.15589999999999,15.06450000000001,59855.18519999999,47728.0751
106.53823426,-7.35410888,-79.12,14.999999999999996,76978.86,49381.91,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-81.2269,15.921800000000012,73682.97560000002,45390.444499999976
106.53826699,-7.35412277,-80.88,16.999999999999996,55478.08,42411.81,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-80.26989999999999,15.091100000000008,56534.89210000006,47173.62740000002
106.53829992,-7.3541374,-77.56,18.0,79780.77,50604.48000000001,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-80.49829999999999,17.16590000000002,76721.38600000001,42916.839299999985
106.53833536,-7.35415385,-75.0,17.5,71749.63,42208.16,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-80.0952,16.417700000000004,70465.97520000003,44213.17269999999
106.53836377,-7.35416791,-74.12,19.0,76318.53,49555.78,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.0155,19.517500000000016,73257.75470000005,40587.6508
106.53838701,-7.3541799,-75.75,13.0,57163.96,35026.03,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-76.99120000000002,13.583300000000014,58278.282699999974,34833.9723
106.53840899,-7.35418894,-79.5,14.999999999999996,52700.73,27028.079999999998,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-78.61099999999999,15.016200000000001,48948.11980000001,27338.378600000007
106.53842945,-7.35419605,-79.5,14.499999999999996,66385.37,32824.27,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-77.90440000000002,14.356800000000021,67152.71259999994,32642.60879999999
106.53845063,-7.35420343,-82.94,14.499999999999996,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-78.51239999999999,19.029299999999992,28140.92472000002,8454.428375000001
106.53847359,-7.35421277,-84.75,14.000000000000002,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-79.13819999999998,18.933499999999995,28237.30428000001,8774.256875000003
106.53849552,-7.35422204,-90.06,10.999999999999998,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-82.06960000000001,16.609899999999964,28572.161759999995,8319.900500000003
106.53852142,-7.35423552,-87.88,12.0,174.63,133.09,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-82.9567,17.921299999999977,5113.656479999997,3755.6555000000008
106.53854677,-7.35424845,-81.12,14.000000000000002,68022.59,24550.96,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-81.0361,15.706300000000013,66755.72839999995,28547.950799999995
106.53855221,-7.35425123,-83.88,14.000000000000002,50617.79,36110.34,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-83.84870000000001,13.042300000000006,49551.739,38697.7963
106.53862102,-7.35428694,-81.06,14.999999999999996,55881.3,35793.04,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-80.2147,14.358400000000014,57882.700999999994,35549.8358
106.53865814,-7.35430615,-81.75,16.499999999999996,35342.71,33502.56,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-80.05133,14.39805,36149.57078,29732.444075000018
106.53869573,-7.35432634,-80.06,14.999999999999996,14340.72,35132.53,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-77.8349,16.83010000000001,21636.454500000007,36837.768200000035
106.53872653,-7.35434173,-79.31,16.499999999999996,12921.41,26263.579999999998,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,0,-79.43009500000002,18.567775000000005,19362.391700000004,25046.46325
106.5387524,-7.35435395,-80.12,14.999999999999996,32641.919999999995,22483.39,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.13416000000001,14.208400000000013,33116.86401999998,22259.162775000008
106.53877447,-7.35436467,-81.19,11.499999999999998,23483.79,30655.84,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.48203000000001,14.658849999999983,24503.22919,26405.281389999986
106.53879451,-7.35437304,-83.75,15.499999999999996,34510.45,19427.46,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-82.85823500000001,14.462574999999996,34628.07716,19227.81336499999
106.53881055,-7.3543805,-82.81,14.499999999999996,22456.17,23860.01,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,3,-80.6597,16.500900000000005,24271.151730000012,24082.94423499999
106.53882795,-7.3543894,-82.25,13.0,13584.19,18928.59,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-78.64657,18.25044999999999,18839.22584,22817.0582
106.53884378,-7.35439551,-83.94,14.499999999999996,22256.45,22759.58,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,3,-81.36341499999999,15.90857500000001,24508.148789999992,23348.090144999984
106.5388573,-7.35440212,-83.06,14.000000000000002,26380.01,53365.270000000004,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-82.17660000000001,15.170800000000003,34543.28210000002,48983.50840000004
106.53887165,-7.35441101,-83.12,15.999999999999996,38516.89,43217.1,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-82.70080000000002,14.300100000000018,40702.01330000003,48220.067599999995
106.53888412,-7.35441771,-90.12,13.0,16507.69,25646.750000000004,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,2,-86.14793000000002,15.973950000000013,23042.862990000005,26500.564249999996
106.53889223,-7.35442112,-83.94,15.499999999999996,41379.89,51682.979999999996,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-83.7074,14.125000000000023,42681.87270000004,50118.081700000024
106.53890058,-7.35442491,-81.75,13.0,37055.62,27978.210000000003,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-80.50973000000003,12.40094999999999,37013.206519999985,25244.64830000001
106.53890723,-7.35442825,-86.88,14.999999999999996,42831.11,33087.71,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-87.17209999999997,13.965799999999998,42089.97289999999,30430.805599999996
106.53891357,-7.35443153,-80.25,13.0,40132.77,24185.98,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.88750000000005,12.479699999999983,39901.14749999999,23537.288800000002
106.53891487,-7.3544322,-84.06,12.5,35614.5,31090.770000000004,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-84.43598999999999,12.230449999999998,35070.37269999999,27551.98197
106.53893265,-7.35444242,-81.81,14.499999999999996,61151.68000000001,29099.29,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-81.16820000000003,14.317000000000009,62192.199999999946,29738.0489
106.53894382,-7.35444798,-80.75,13.5,43394.24,26649.15,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-79.85770000000004,12.815299999999981,43449.2723,25594.18380000001
106.53896046,-7.35445755,-82.5,15.499999999999996,35157.12,20346.69,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-81.13898500000002,14.585525000000004,34991.29777999999,19652.004269999994
106.53898054,-7.35447028,-83.38,10.000000000000004,26920.61,15566.4,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-79.15841499999999,14.588574999999992,29390.022390000024,20215.729605000008
106.53900962,-7.35448691,-84.81,12.5,30461.150000000005,19603.6,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-83.94802,12.454999999999995,32538.972400000017,19715.015084999995
106.53905263,-7.35451255,-82.31,11.499999999999998,62965.049999999996,27587.61,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-81.61749999999999,13.28459999999999,61762.04679999995,29165.454899999993
106.53910635,-7.35454263,-86.5,12.5,58567.01,21519.94,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-86.62642999999997,13.09644999999997,56812.43452,25602.045679999992
106.53916011,-7.35456841,-89.38,10.000000000000004,46469.61,14977.83,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-88.621245,11.810624999999996,41270.93723,19904.99761999999
106.53921655,-7.35459433,-90.12,10.499999999999998,42197.32,19331.66,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-89.08398999999999,12.204550000000001,40119.187540000006,20980.92546499999
106.53926445,-7.35461404,-87.81,12.5,52496.51,19012.5,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-87.16452500000001,12.991324999999994,46324.38275999999,21798.67356999998
106.53930111,-7.35462571,-89.44,12.5,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,1.0,0.0,0,-83.91909999999999,18.12569999999995,27581.59164000001,8729.431374999996
106.53932672,-7.35463244,-89.75,10.999999999999998,21432.105,6439.62,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,1.0,0.0,0.0,0,-82.06260000000002,16.562399999999965,28789.60236,8385.108250000003
106.53934337,-7.35463709,-94.31,12.0,21432.105,6439.62,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,1.0,0.0,0.0,2,-91.13349999999998,11.151099999999971,21333.493939999993,7042.0366149999945
106.5393543,-7.35464058,-96.06,10.999999999999998,21432.105,6439.62,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,1.0,0.0,0.0,2,-93.0765,11.546999999999967,23174.923309999995,6788.407449999993
106.53935735,-7.35464002,-92.62,10.000000000000004,2342.76,195.29999999999998,Melakukan Optimasi Load Balancing dan Handover Tuning,0.0,0.0,0.0,1.0,0,-83.86930000000001,14.31679999999997,2719.58436,2161.6893749999995
106.53936115,-7.35463881,-91.75,14.000000000000002,54048.21,14800.4,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-89.53859499999999,13.61827499999998,53126.175109999975,23617.715974999992
106.539366,-7.35463999,-91.94,12.0,57689.38,11393.690000000002,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-90.737895,11.78027499999998,52457.532520000066,10596.996814999997
106.539368,-7.3546406,-88.62,9.000000000000002,61733.45,21618.12,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-87.49406499999998,11.550024999999982,50501.74356000002,25644.31869499999
106.539369,-7.35463987,-92.5,12.0,62348.99,14663.23,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-89.34905999999998,13.13439999999997,57856.91199000003,24369.170049999982
106.53937327,-7.35464058,-90.19,10.999999999999998,26551.81,9590.05,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-82.1239,16.664999999999985,31802.131199999993,11945.826749999995
106.53938183,-7.35464496,-91.38,13.0,61975.27,14113.57,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-89.65348999999998,13.076249999999972,57263.50235000003,20589.209394999987
106.53939778,-7.35465391,-89.81,15.999999999999996,55089.44,15326.66,Melakukan Optimasi Power Control,0.0,0.0,1.0,0.0,3,-87.72559000000001,14.816049999999997,52569.49089999998,23696.952174999995
106.53941762,-7.35466459,-91.56,14.000000000000002,28201.7,9009.8,Melakukan Optimasi MEC dan Carrier Aggregation,0.0,0.0,0.0,1.0,0,-84.757,18.638199999999998,31011.975840000006,10997.827375000003
106.53944859,-7.35468069,-88.75,13.5,63194.899999999994,18134.44,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-86.56649999999998,14.791199999999973,60358.9052,25828.49339999999
106.53947885,-7.35469526,-91.38,10.000000000000004,59814.05,20403.06,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-88.97582999999999,11.852149999999979,52005.20909,24920.46114999998
106.53951526,-7.35471229,-84.88,15.999999999999996,47513.12,24254.39,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-85.4808,14.836700000000016,46550.69839999993,23689.446299999996
106.53955942,-7.35473371,-86.25,13.5,58875.08,23622.770000000004,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-86.34089999999998,14.055999999999985,57434.58509999998,26422.498499999998
106.53959892,-7.35475451,-86.19,14.000000000000002,63994.54,20478.27,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-85.57949999999998,15.013799999999991,60748.07729999999,25795.38229999999
106.53964525,-7.35477945,-85.0,9.000000000000002,57297.12,28996.1,Melakukan Optimasi Power Control,0.0,0.0,0.0,1.0,3,-84.241995,10.806974999999978,52742.54101999998,28239.644099999983
