Longitude,Latitude,RSRP(dBm),RSRP(dBm)_after
106.79306919,-6.15475619,-75.91,-70.75540000000004
106.79306919,-6.15475619,-75.39,-69.38290000000002
106.79306919,-6.15475619,-75.71,-70.96339999999996
106.79306919,-6.15475619,-73.48,-66.85639999999998
106.79306919,-6.15475619,-73.54,-67.64689999999997
106.79306919,-6.15475619,-72.56,-68.82776999999997
106.79306919,-6.15475619,-74.12,-69.06370000000004
106.79306919,-6.15475619,-76.33,-71.13669999999998
106.79306919,-6.15475619,-74.23,-68.45716999999999
106.79306919,-6.15475619,-73.08,-66.90989999999996
106.79306919,-6.15475619,-74.43,-69.75380000000003
106.79306919,-6.15475619,-72.99,-78.24165999999998
106.79306919,-6.15475619,-73.13,-69.5916
106.79306919,-6.15475619,-75.16,-70.71120000000003
106.79306919,-6.15475619,-76.52,-71.76060000000004
106.79306919,-6.15475619,-74.79,-69.13750000000002
106.79306919,-6.15475619,-71.65,-65.72409999999995
106.79309805,-6.154711,-72.6,-73.34111
106.79311386,-6.15468229,-75.16,-70.11260000000003
106.79312642,-6.15465718,-73.64,-67.20129999999995
106.79313668,-6.15463323,-75.5,-76.55924999999999
106.79314606,-6.15461052,-70.89,-78.06796
106.79315544,-6.15458616,-73.79,-69.74710000000005
106.7931649,-6.15456601,-76.67,-71.74870000000004
106.79317274,-6.15454923,-76.46,-71.62950000000004
106.79318191,-6.15452822,-73.14,-69.39300000000001
106.79318944,-6.15450939,-74.76,-77.19968499999999
106.79319362,-6.15449589,-75.62,-70.70769999999997
106.79319561,-6.15448151,-73.72,-67.22920000000003
106.79319628,-6.15446992,-68.74,-71.89572000000003
106.7931917,-6.15446123,-71.05,-77.99048999999997
106.79318643,-6.15445328,-74.61,-70.74340000000002
106.79317982,-6.15444723,-74.12,-71.52110000000005
106.79317091,-6.15444016,-73.41,-70.69340000000003
106.79316025,-6.15443476,-68.55,-73.08888999999999
106.79314825,-6.15443127,-62.66,-77.67469500000001
106.79313667,-6.15442504,-65.75,-78.00022999999999
106.79312836,-6.15441937,-64.99,-69.20170000000003
106.79312239,-6.15442,-62.21,-77.23425499999998
106.79312146,-6.15442019,-61.88,-77.59355
106.79312146,-6.15442019,-62.38999999999999,-77.24151499999999
106.79312146,-6.15442019,-63.50999999999999,-68.86730000000001
106.79312146,-6.15442019,-64.26,-67.67880000000005
106.79312146,-6.15442019,-63.68,-68.49147000000004
106.79312146,-6.15442019,-63.59,-67.80900000000004
106.79312146,-6.15442019,-67.65,-70.49118
106.79312146,-6.15442019,-68.29,-76.63260000000002
106.79312146,-6.15442019,-70.15,-71.08390000000001
106.79312146,-6.15442019,-71.0,-78.29720000000002
106.79311049,-6.154422,-75.07,-81.882
106.79309622,-6.1544288,-75.47,-80.91359999999999
106.7930847,-6.15443373,-73.92,-79.45240000000001
106.79307219,-6.15444031,-71.84,-75.16140000000001
106.79306335,-6.15444616,-72.15,-75.2136
106.79305211,-6.15445435,-76.99,-78.30950000000001
106.79303701,-6.15446624,-75.15,-76.7644
106.79302382,-6.15448337,-75.77,-76.6484
106.79301227,-6.15450203,-82.54,-81.13029999999998
106.79300486,-6.15451652,-86.12,-85.80640000000001
106.79299997,-6.15452813,-87.76,-86.52200000000002
106.79299386,-6.15453531,-88.06,-87.02659999999999
106.79298623,-6.15454124,-87.63,-87.14380000000001
106.79297764,-6.15454622,-86.94,-86.8327
106.79296933,-6.15455071,-90.57,-87.52770000000001
106.79296215,-6.15455368,-90.51,-88.14060000000002
106.79295693,-6.15455429,-91.92,-89.48083000000001
106.79294898,-6.15455427,-95.54,-90.630855
106.79293885,-6.15455429,-96.91,-88.042125
106.79292413,-6.1545533,-96.55,-89.62527
106.79290493,-6.1545499,-96.49,-89.16312500000001
106.79288645,-6.15454636,-96.65,-89.34068500000002
106.79285755,-6.1545423,-96.91,-90.95444
106.79282957,-6.15453944,-96.64,-92.33329
106.79280239,-6.15453641,-99.34,-93.18526500000004
106.79277218,-6.15453122,-98.91,-92.73165000000002
106.79274812,-6.15452777,-98.27,-92.08191
106.79272181,-6.15452498,-98.01,-91.82675000000002
106.79269453,-6.15452366,-99.23,-91.931015
106.79266482,-6.15452096,-99.32,-93.04886500000002
106.79264496,-6.15451881,-96.08,-90.77379
106.79261655,-6.15451304,-93.85,-88.231785
106.7925908,-6.15450548,-94.52,-89.76990000000002
106.79256608,-6.15449658,-96.5,-91.598385
106.79254525,-6.15449358,-96.51,-91.575495
106.79251301,-6.15448222,-95.74,-90.892855
106.79248307,-6.15446486,-97.02,-91.92751
106.79245928,-6.15444843,-98.46,-93.78039
106.79243262,-6.1544364,-100.3,-93.660145
106.79240433,-6.15442425,-102.36,-94.80604500000004
106.79238086,-6.1544106,-101.54,-94.36608
106.79235681,-6.15439476,-100.4,-93.755975
106.79232932,-6.15438208,-100.19,-91.99898500000002
106.79230328,-6.15437764,-99.07,-92.573625
106.79227375,-6.15437951,-100.1,-94.14762
106.79224529,-6.1543873,-99.49,-93.69587500000002
106.79222141,-6.15439213,-99.78,-92.797265
106.79219377,-6.15439274,-100.33,-93.68207000000002
106.79216159,-6.15438977,-102.02,-94.795485
106.79213296,-6.15438412,-103.61,-93.51775500000002
106.79210866,-6.15437451,-103.12,-93.630345
106.79208004,-6.15436653,-101.7,-93.70956499999998
106.79205226,-6.15436316,-97.45,-93.496035
106.7920377,-6.15435836,-104.62,-92.4808
106.79200799,-6.15434987,-105.91,-92.66009499999996
106.79198619,-6.15434453,-100.05,-93.058605
106.7919705,-6.15433644,-97.19,-94.4458
106.79195648,-6.15433049,-102.93,-91.6328
106.79194288,-6.1543244,-100.56,-89.85570000000001
106.79193574,-6.15431631,-100.89,-94.19280000000002
106.7919277,-6.15430733,-95.45,-92.7935
106.79192074,-6.15429786,-96.27,-92.30959
106.79191903,-6.15428782,-96.12,-91.34984
106.79192103,-6.15427601,-95.25,-90.69234000000002
106.79192526,-6.15426237,-93.92,-90.65097500000002
106.79191922,-6.15425001,-94.34,-91.75266
106.79191445,-6.15423725,-90.6,-87.78123000000002
106.79192292,-6.1542196,-93.67,-89.28755500000003
106.79193369,-6.15419947,-89.78,-88.48826500000001
106.79194104,-6.15417769,-89.88,-86.49966500000002
106.79194592,-6.1541569,-90.98,-88.00036000000001
106.79194915,-6.15413144,-91.3,-89.22803000000002
106.79194942,-6.15410866,-89.02,-88.825765
106.79195119,-6.15408959,-90.3,-88.98716500000002
106.79195125,-6.15407604,-90.52,-88.91883500000003
106.79194993,-6.1540601,-90.95,-90.43172500000004
106.79194657,-6.15404595,-88.09,-89.21940000000001
106.79194117,-6.15402891,-86.74,-88.90350000000004
106.79193736,-6.15400892,-85.82,-87.17470000000002
106.79193453,-6.15398525,-83.29,-87.21580000000003
106.79192823,-6.15395508,-83.39,-84.66910000000003
106.79192407,-6.15392407,-82.97,-85.58550000000001
106.79192276,-6.15389511,-83.57,-85.23730000000002
106.7919219,-6.15386623,-80.89,-83.5548
106.79192443,-6.15383663,-80.6,-84.15880000000003
106.7919273,-6.15380835,-77.3,-82.1658
106.79193007,-6.15378295,-76.1,-82.45320000000001
106.79193621,-6.15376335,-76.22,-83.09840000000003
106.79194476,-6.15374537,-79.23,-83.36100000000003
106.79195092,-6.15372946,-77.4,-78.06830000000002
106.7919597,-6.15371803,-77.54,-83.42760000000003
106.79197215,-6.15371155,-77.6,-84.14830000000003
106.79198946,-6.15371163,-78.27,-84.05930000000001
106.79201399,-6.15371493,-78.11,-83.51610000000001
106.79203854,-6.15371809,-78.28,-82.78840000000002
106.79206484,-6.15371798,-78.94,-83.1177
106.79208107,-6.15371864,-77.01,-83.13080000000001
106.79209543,-6.15371738,-78.13,-83.697
106.79210946,-6.15371192,-78.3,-83.1723
106.79212218,-6.15370682,-76.36,-83.06400000000001
106.79213456,-6.15370073,-79.85,-82.95130000000002
106.79214411,-6.15369912,-79.45,-82.89000000000001
106.79214475,-6.15369902,-78.73,-80.90320000000001
106.79214475,-6.15369902,-79.85,-82.16720000000001
106.79214475,-6.15369902,-79.86,-82.3509
106.79215946,-6.15370195,-78.05,-82.7069
106.79217515,-6.15370644,-77.99,-82.6286
106.79219531,-6.15371388,-78.41,-82.702
106.79222133,-6.15372309,-76.03,-83.1076
106.792243,-6.1537313,-75.75,-82.2338
106.79227008,-6.15374489,-74.43,-82.94820000000001
106.79229846,-6.15375936,-71.02,-83.95810000000004
106.79232011,-6.1537793,-72.81,-83.37340000000002
106.79234108,-6.15379716,-70.62,-76.27020000000003
106.79236137,-6.1538079,-64.25,-80.7766
106.79238609,-6.15381552,-61.34000000000001,-70.68939999999998
106.79240713,-6.15381892,-59.1,-82.21960000000003
106.79243187,-6.15382269,-61.54,-77.1033
106.7924646,-6.15383139,-64.33,-82.0449
106.79249503,-6.15383263,-63.61,-82.5745
106.79252269,-6.15383388,-64.58,-82.3087
106.79254674,-6.15383827,-64.42,-82.23919999999998
106.79256841,-6.15384351,-63.06999999999999,-82.98100000000001
106.79259063,-6.15384679,-62.10000000000001,-82.28500000000001
106.79260882,-6.15385075,-63.620000000000005,-80.76533000000002
106.7926275,-6.15385705,-65.05,-79.1625
106.79263563,-6.15386117,-69.12,-80.71453000000001
106.79264739,-6.15385532,-70.53,-80.25375999999999
106.79265702,-6.15385288,-71.7,-79.26920999999999
106.79266169,-6.15385583,-70.06,-79.36756
106.79266453,-6.15386177,-68.46,-78.93012999999998
106.79266592,-6.15387036,-69.76,-76.52239499999999
106.79266877,-6.15388167,-68.23,-77.88292999999999
106.79266936,-6.15389892,-70.78,-80.62803
106.79266549,-6.15391937,-71.51,-78.08752999999997
106.79265936,-6.15393991,-69.22,-76.74408500000001
106.79264678,-6.15396435,-66.08,-79.4536
106.79264263,-6.15398008,-67.49,-76.6212
106.79263339,-6.15399488,-67.78,-82.1868
106.79262422,-6.15400336,-63.25,-82.65780000000001
106.7926135,-6.15401651,-65.58,-82.593
106.79260275,-6.15402571,-65.46,-82.0999
106.79259607,-6.15403477,-65.06,-82.4036
106.79259045,-6.15404532,-63.77000000000001,-82.7145
106.79257508,-6.15404392,-64.49,-82.78869999999999
106.79256732,-6.1540467,-64.75,-80.85132999999999
106.79256945,-6.15405887,-61.89,-82.6465
106.79257159,-6.15407457,-67.67,-81.98870000000001
106.79258322,-6.15408558,-69.27,-82.28960000000001
106.79259864,-6.15409133,-67.61,-79.62739999999998
106.79261279,-6.15409683,-69.93,-81.86059999999999
106.79262842,-6.15410336,-74.02,-80.53813
106.79264829,-6.15410793,-75.83,-79.9906
106.79266929,-6.15411024,-72.46,-80.54013
106.79269141,-6.15411682,-70.27,-81.17843
106.79271052,-6.1541277,-67.76,-76.85076000000004
106.79272692,-6.15413298,-72.22,-80.68996
106.79273955,-6.15413557,-74.15,-80.507685
106.7927483,-6.15414019,-73.16,-78.29223
106.79276529,-6.15415021,-73.67,-79.99031
106.7927842,-6.15416761,-66.68,-79.58552999999998
106.79281371,-6.15419042,-66.02,-81.11393000000001
106.79283163,-6.15420465,-71.4,-81.04513
106.79286061,-6.15422267,-73.07,-76.45186
106.79288551,-6.15423754,-72.36,-77.66525499999999
106.79291366,-6.15425339,-72.12,-80.23369500000001
106.79293852,-6.1542691,-67.73,-77.55849000000002
106.79295976,-6.15428436,-66.08,-80.29191999999999
106.79297756,-6.15430305,-65.61,-73.02422500000002
106.79299109,-6.15431494,-65.71,-80.41202500000001
106.79300635,-6.15432793,-69.2,-80.96523
106.79301864,-6.15432866,-74.19,-80.78882999999999
106.79303223,-6.15433711,-77.96,-81.78569500000002
106.79304915,-6.15434502,-78.01,-80.18699499999998
106.7930593,-6.15435146,-79.8,-78.61333
106.79307128,-6.15435773,-78.42,-78.30035500000001
106.79307775,-6.15436459,-78.41,-80.63941500000001
106.79307864,-6.15436574,-77.65,-78.16086999999997
106.79307864,-6.15436574,-76.93,-78.60103
106.79307864,-6.15436574,-77.52,-81.23368999999998
106.79307864,-6.15436574,-76.07,-79.433645
106.79307864,-6.15436574,-77.35,-80.94017500000001
106.79307864,-6.15436574,-77.83,-78.47477999999998
106.79307864,-6.15436574,-79.15,-79.67721999999999
106.79307864,-6.15436574,-78.26,-79.09225499999998
106.79307864,-6.15436574,-78.44,-81.18562000000003
106.79307864,-6.15436574,-78.06,-79.58002499999998
106.79307864,-6.15436574,-78.12,-80.85598999999999
106.79307864,-6.15436574,-78.0,-80.97626
106.79307864,-6.15436574,-78.44,-78.60846000000001
106.79307864,-6.15436574,-78.83,-82.52166000000003
106.79307864,-6.15436574,-78.68,-81.25541500000001
106.79307864,-6.15436574,-78.46,-81.58328999999999
106.79307864,-6.15436574,-77.84,-80.99408999999999
106.79307864,-6.15436574,-77.81,-79.86522499999997
106.79307864,-6.15436574,-78.02,-78.17848500000001
106.79307864,-6.15436574,-77.99,-81.21616
106.79307864,-6.15436574,-78.21,-79.92117999999999
106.79307864,-6.15436574,-78.32,-78.514495
106.79307864,-6.15436574,-78.57,-81.86516499999998
106.79307864,-6.15436574,-79.48,-72.28870000000002
106.79307864,-6.15436574,-78.7,-83.21400499999999
106.79307864,-6.15436574,-78.39,-81.85456500000001
106.79307864,-6.15436574,-78.76,-82.15816500000001
106.79307864,-6.15436574,-78.44,-74.95862
106.79307864,-6.15436574,-78.17,-81.50530499999996
106.79307864,-6.15436574,-77.17,-81.24584499999999
106.79307864,-6.15436574,-77.36,-80.97897499999999
106.79307864,-6.15436574,-78.56,-81.93945999999998
106.79307864,-6.15436574,-77.55,-81.213525
106.79307864,-6.15436574,-76.74,-82.82029499999999
106.79307864,-6.15436574,-77.26,-80.89263999999999
106.79307864,-6.15436574,-77.11,-81.18995999999999
106.79307864,-6.15436574,-77.72,-81.17622499999999
106.79307864,-6.15436574,-78.02,-80.84155000000001
106.79307864,-6.15436574,-78.17,-81.08668500000002
106.79307864,-6.15436574,-78.04,-79.24351999999996
106.79307864,-6.15436574,-78.27,-80.38774500000001
106.79307864,-6.15436574,-78.24,-80.64496
106.79307864,-6.15436574,-77.96,-79.53602
106.79307864,-6.15436574,-77.91,-79.99839499999996
106.79307864,-6.15436574,-78.3,-81.14746
106.79307864,-6.15436574,-78.12,-78.439545
106.79307864,-6.15436574,-79.22,-78.36196000000002
106.79307864,-6.15436574,-77.84,-78.45906000000001
106.79307864,-6.15436574,-79.34,-80.588525
106.79307889,-6.15436213,-78.22,-79.98244000000001
106.79308056,-6.15435991,-77.16,-79.30842499999997
106.79308862,-6.15436237,-76.62,-80.55725999999999
106.79309885,-6.15436933,-77.5,-79.48155499999999
106.7931168,-6.15437671,-78.94,-81.06738
106.79312893,-6.15438444,-80.93,-82.09326
106.79314205,-6.15439501,-82.09,-82.20423
106.79315243,-6.15440268,-80.75,-75.36042
106.79316221,-6.15441191,-81.97,-81.99323499999998
106.79317329,-6.15442103,-82.58,-80.31550500000002
106.79318024,-6.15442441,-82.16,-81.29391999999999
106.79318795,-6.15442749,-82.21,-82.234275
106.7931977,-6.15443007,-81.29,-78.263865
106.79321069,-6.15443381,-85.13,-82.43900000000002
106.79322107,-6.15443825,-83.71,-81.00489999999998
106.79323046,-6.15444041,-83.81,-81.60925500000002
106.79323614,-6.15444144,-83.52,-81.40259499999999
106.79323651,-6.15444151,-84.92,-83.39158
106.79323651,-6.15444151,-83.3,-82.903685
106.79323651,-6.15444151,-80.37,-82.33085499999999
106.79323651,-6.15444151,-82.56,-82.504545
106.79324078,-6.15443984,-83.9,-82.874805
106.79324896,-6.15444171,-80.07,-80.949875
106.7932582,-6.15444123,-81.01,-81.68384
106.79326743,-6.15443582,-80.06,-80.351005
106.79327771,-6.15442791,-76.66,-80.51759499999999
106.79328849,-6.15441579,-70.09,-80.92033
106.7932986,-6.15439695,-74.68,-81.22443
106.79331063,-6.15438013,-75.7,-80.84273000000002
106.79332218,-6.1543556,-70.63,-80.20383
106.79333544,-6.15432647,-70.99,-80.98843000000001
106.79334592,-6.15429857,-70.08,-80.56973000000002
106.79335751,-6.15427205,-71.92,-80.64823
106.7933695,-6.15424734,-70.94,-80.05733000000001
106.79338275,-6.15422617,-68.62,-80.34913
106.79339412,-6.15420175,-69.19,-79.94073000000002
106.79340989,-6.15417261,-71.45,-80.11913000000001
106.79342792,-6.15414065,-78.6,-81.43532500000002
106.79345101,-6.15410651,-80.65,-79.50166500000002
106.79347491,-6.15407296,-81.41,-80.33690000000001
106.79350035,-6.15404174,-81.99,-83.0222
106.79352892,-6.15400696,-78.56,-78.69943000000004
106.79356165,-6.1539733,-76.38,-77.1183
106.79359408,-6.15393968,-73.68,-75.66029000000003
106.79362463,-6.15390817,-76.88,-77.61940000000001
106.79365696,-6.15387611,-78.82,-79.24230000000004
106.79369447,-6.15384597,-76.19,-77.6047
106.79373215,-6.15381686,-70.99,-76.935245
106.79376385,-6.15378579,-72.59,-78.55876999999998
106.79380621,-6.15375418,-73.5,-75.55233
106.7938506,-6.15371984,-78.86,-78.86494
106.7938948,-6.1536969,-82.17,-77.04243499999998
106.79393506,-6.15367274,-84.78,-83.39749499999996
106.79397536,-6.15364471,-84.49,-83.72460499999998
106.79402222,-6.15361592,-85.32,-84.65577499999999
106.79407195,-6.1535881,-84.81,-83.51947999999999
106.79412497,-6.15356387,-87.6,-83.855735
106.79417939,-6.15353693,-87.45,-85.39296499999998
106.79424938,-6.15350501,-83.28,-81.263775
106.7943179,-6.1534652,-82.19,-82.54426500000002
106.79438747,-6.15341932,-79.86,-79.711295
106.79444598,-6.15337542,-79.27,-81.38453000000001
106.79450782,-6.15332677,-81.88,-82.192065
106.79456847,-6.15327901,-80.97,-82.357795
106.79462805,-6.15323427,-76.26,-77.98169499999999
106.79469125,-6.15318245,-76.31,-79.0016
106.79474626,-6.15313461,-71.88,-76.57780000000002
106.79479814,-6.15308776,-75.69,-80.62033000000001
106.79484775,-6.15304472,-80.59,-80.30009500000003
106.79490905,-6.15299719,-71.46,-77.04842999999995
106.79497146,-6.15294953,-68.57,-78.11749999999999
106.79502008,-6.15290668,-66.65,-79.26989999999998
106.79506795,-6.15285497,-69.23,-80.74900000000002
106.79510382,-6.15279748,-74.62,-82.45859999999999
106.79512635,-6.15272933,-76.57,-82.3544
106.79512702,-6.15263705,-76.51,-80.0565
106.79509915,-6.15255394,-74.34,-79.404
106.79506189,-6.15247226,-74.38,-82.83090000000001
106.79501755,-6.15238831,-73.51,-82.16650000000001
106.79497443,-6.15230719,-72.58,-81.91280000000003
106.79492825,-6.15221979,-72.12,-82.90580000000001
106.79489047,-6.15214042,-73.81,-77.03933000000002
106.79484988,-6.15205138,-76.14,-77.47659999999999
106.79481407,-6.15197224,-77.7,-77.97099000000001
106.79478033,-6.15189585,-78.3,-78.58761500000001
106.79474624,-6.15182319,-77.14,-77.81875999999995
106.79471153,-6.15175515,-78.99,-81.44318999999999
106.79468204,-6.15170478,-78.93,-81.30655
106.79465462,-6.1516581,-80.45,-78.800175
106.79462885,-6.15161387,-81.4,-81.33924499999999
106.79461118,-6.15157761,-79.15,-75.61849999999998
106.79459396,-6.15152995,-81.56,-80.28369
106.79458784,-6.15149383,-86.57,-87.77690000000003
106.79458846,-6.15145764,-88.72,-86.34862000000001
106.79459993,-6.15142556,-92.39,-90.915355
106.79461736,-6.15140527,-84.54,-87.1016
106.79464032,-6.15139632,-75.91,-78.57113000000001
106.7946661,-6.15139495,-77.28,-78.62203000000001
106.7946974,-6.15140074,-77.86,-78.85623000000001
106.79473003,-6.15141302,-80.57,-79.90800000000003
106.79475994,-6.15143209,-79.84,-79.89262499999998
106.79478692,-6.15145678,-79.41,-79.14656500000004
106.79480551,-6.15148702,-80.45,-81.130575
106.79482352,-6.15152446,-78.56,-80.56904999999999
106.79484367,-6.15156696,-79.33,-80.995825
106.79486473,-6.1516171,-80.89,-75.43520000000001
106.7948883,-6.15166916,-81.38,-82.116645
106.79491077,-6.15172604,-79.39,-72.74910000000006
106.79492873,-6.15178544,-79.03,-73.59940000000005
106.79494653,-6.15183863,-80.33,-74.06830000000001
106.79496819,-6.15189203,-78.78,-73.38260000000002
106.79498939,-6.15194606,-73.93,-69.09047000000001
106.7950141,-6.15200528,-71.18,-68.6274
106.79503918,-6.15206505,-66.39,-62.99879999999998
106.79506322,-6.15212366,-65.4,-70.44141999999997
106.7950896,-6.15217788,-63.540000000000006,-67.93660000000001
106.79511454,-6.15222111,-66.49,-70.63335999999998
106.79513858,-6.15225744,-68.52,-76.57849999999999
106.79515733,-6.15228123,-69.67,-78.85499
106.79517294,-6.15229649,-72.47,-78.59405999999998
106.79518667,-6.15230534,-75.44,-80.12463999999999
106.79519281,-6.15231427,-77.3,-80.57653499999998
106.79519377,-6.15232349,-77.45,-79.83888999999998
106.79519381,-6.15232396,-78.31,-79.022995
106.79519264,-6.15232942,-76.93,-78.48666500000002
106.79519259,-6.15232968,-75.96,-78.40503000000002
106.79519365,-6.15233721,-77.95,-79.77096
106.79519848,-6.15234897,-79.77,-80.83154499999999
106.79520291,-6.15236622,-80.5,-81.228145
106.79520382,-6.15239172,-81.59,-83.29469499999999
106.79521018,-6.15241964,-81.61,-80.78770000000002
106.79521402,-6.15245073,-80.21,-80.120425
106.79522119,-6.15248218,-80.88,-81.19006
106.79523005,-6.15251568,-83.02,-83.68283000000002
106.7952391,-6.15255163,-83.16,-83.66819500000001
106.79524463,-6.15258816,-84.96,-82.387405
106.7952499,-6.15262361,-85.52,-84.31043000000001
106.79525288,-6.15265937,-86.33,-83.02971
106.79525448,-6.15268659,-82.27,-77.11699999999999
106.79525734,-6.1527264,-85.78,-83.2523
106.79526151,-6.15275718,-83.81,-80.42769999999997
106.79526557,-6.1527807,-85.82,-84.13441499999998
106.79527024,-6.15280573,-83.25,-80.3631
106.79527194,-6.15282599,-86.22,-83.91659500000002
106.79527123,-6.15284472,-86.76,-84.2933
106.79527158,-6.15285667,-82.31,-82.23691499999997
106.79527133,-6.15286523,-84.28,-82.03500499999998
106.79527133,-6.15286523,-83.67,-80.62299999999999
106.79527133,-6.15286523,-82.54,-82.37469999999999
106.79527133,-6.15286523,-81.8,-79.95241499999999
106.79527133,-6.15286523,-84.21,-82.53649499999997
106.79527133,-6.15286523,-85.03,-82.64396999999997
106.79527133,-6.15286523,-81.18,-75.58440000000003
106.79527133,-6.15286523,-82.74,-77.67190000000001
106.79527133,-6.15286523,-82.53,-77.3627
106.79526973,-6.15287014,-83.84,-81.86889000000001
106.79526632,-6.15288183,-83.85,-84.50683499999998
106.79526236,-6.15290301,-82.5,-78.82413500000001
106.79525613,-6.1529269,-82.9,-78.8825
106.7952447,-6.15295357,-83.45,-80.42109999999998
106.79523098,-6.15297998,-79.47,-73.65820000000001
106.79521135,-6.15301249,-75.37,-71.32020000000004
106.79518956,-6.15304339,-73.68,-77.98405499999997
106.79516952,-6.15307178,-74.19,-69.94474000000002
106.7951495,-6.15309922,-72.18,-77.14081999999999
106.79512308,-6.15312695,-71.43,-78.14093
106.79508734,-6.15315435,-73.02,-68.91910000000001
106.79505185,-6.15318124,-75.02,-78.568885
106.79501578,-6.15321104,-73.28,-76.46114500000002
106.79497578,-6.15324551,-74.53,-79.24705999999999
106.79493864,-6.15328495,-76.62,-71.62910000000005
106.79489803,-6.15332499,-70.51,-73.093065
106.79485005,-6.15335903,-70.45,-77.35663
106.79480846,-6.15338643,-72.02,-77.66086
106.79475723,-6.15341698,-74.75,-69.66399999999999
106.79470981,-6.15344439,-77.83,-80.20666999999999
106.79466113,-6.15347202,-82.47,-81.22578999999999
106.79461403,-6.15349647,-80.94,-75.20939999999999
106.79456055,-6.1535232,-84.56,-84.15363499999998
106.79450664,-6.15355512,-82.9,-84.01903499999999
106.79445748,-6.15358633,-83.24,-77.66600000000003
106.79440692,-6.15361652,-80.31,-73.5414
106.79435724,-6.15364498,-83.1,-82.70319500000002
106.79431227,-6.15367402,-84.33,-83.613545
106.79427191,-6.1537013,-85.67,-83.60471999999999
106.79423412,-6.15373034,-87.31,-85.1382
106.794199,-6.15376631,-86.67,-84.0157
106.79417366,-6.1537964,-84.98,-82.468
106.79413111,-6.15384666,-83.83,-81.01580000000004
106.79408672,-6.15388002,-82.61,-79.07190000000001
106.79404453,-6.15391113,-83.0,-79.66039499999998
106.79400778,-6.15394591,-83.95,-80.91789999999997
106.79398253,-6.15398069,-84.25,-81.16949999999999
106.79396559,-6.15403396,-85.69,-83.1425
106.79393626,-6.15408872,-84.41,-83.0512
106.79391064,-6.15414171,-80.8,-75.2647
106.79388645,-6.15418913,-75.59,-72.29400000000003
106.7938585,-6.15424695,-75.26,-71.53720000000004
106.79382563,-6.15430646,-70.92,-70.42700000000002
106.79380016,-6.15436189,-61.32,-76.31375500000001
106.79377924,-6.15441597,-69.92,-76.80623000000001
106.7937519,-6.15447645,-65.08,-76.21986000000001
106.79372535,-6.15453497,-62.150000000000006,-76.65923000000001
106.79369738,-6.15458978,-64.92,-76.74916
106.79366782,-6.15465623,-68.68,-77.84076000000002
106.79363295,-6.15472098,-62.61,-76.71096000000001
106.79360355,-6.15478069,-69.0,-77.490965
106.7935753,-6.15484325,-67.88,-76.46445499999999
106.79355017,-6.15490765,-65.99,-76.514095
106.79352545,-6.15497155,-65.54,-76.31432999999998
106.79350357,-6.15503113,-67.43,-76.57196
106.79347967,-6.15509945,-74.96,-78.10864999999998
106.79345662,-6.15516535,-75.56,-70.49780000000003
106.79343177,-6.15523366,-73.75,-68.42530000000001
106.79340477,-6.1553034,-76.65,-72.0436
106.79337874,-6.15536843,-83.84,-77.63100000000001
106.79334904,-6.15543167,-86.48,-83.78333499999998
106.79331955,-6.15549466,-89.97,-86.85999999999999
106.79329075,-6.1555585,-90.86,-88.21519999999998
106.79326166,-6.15562399,-92.96,-90.0419
106.79323469,-6.15568429,-94.43,-84.49020000000002
106.79320872,-6.1557441,-94.2,-83.17620000000004
106.79317875,-6.15581622,-96.28,-85.5716
106.79315053,-6.15588343,-95.49,-84.47920000000002
106.79311926,-6.15595183,-97.57,-86.20749999999998
106.79308283,-6.15602663,-96.86,-86.04130000000002
106.79304202,-6.15610465,-96.93,-85.82749999999999
106.79299857,-6.1561849,-99.17,-87.49439999999998
106.79295817,-6.15627089,-97.88,-85.90820000000001
106.79291858,-6.1563609,-100.12,-88.3873
106.79289634,-6.15642437,-96.07,-85.11840000000005
106.79285738,-6.15653618,-93.78,-90.76333
106.79281944,-6.15662461,-93.24,-90.73607
106.79278085,-6.15670962,-91.89,-88.76052499999999
106.79273456,-6.15680254,-84.35,-85.18806000000001
106.79269548,-6.15688083,-83.94,-85.03856000000002
106.79265609,-6.15697606,-81.94,-83.75537
106.79261828,-6.15707146,-89.34,-86.15116500000002
106.79258033,-6.1571612,-89.87,-86.13286500000002
106.79254149,-6.15724102,-90.64,-87.68489999999998
106.79250037,-6.1573271,-90.54,-87.47169499999998
106.79245672,-6.15741893,-89.44,-86.6856
106.79241013,-6.15750832,-94.33,-90.9885
106.79236413,-6.15759433,-98.67,-87.17379999999999
106.79232566,-6.15768739,-97.39,-86.30710000000003
106.79229423,-6.15776488,-95.31,-92.0629
106.79225601,-6.15785666,-93.55,-90.09533000000002
106.79222121,-6.15794185,-91.77,-88.73572499999999
106.79218742,-6.15802463,-93.21,-90.78428000000002
106.79215211,-6.15810689,-97.03,-92.207
106.79211969,-6.15818155,-96.39,-85.0584
106.79207824,-6.15828062,-93.2,-83.40180000000001
106.79204012,-6.15837776,-96.8,-85.65600000000002
106.79201096,-6.1584516,-91.6,-81.24024000000001
106.79197064,-6.1585494,-86.88,-84.1656
106.79194207,-6.15861738,-86.18,-83.50130999999996
