Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps)
107.09029282,-6.38658455,-82.31,7.75,14207.01,8089.63
107.09028925,-6.3866147,-80.8,7.75,21323.19,18447.58
107.09028568,-6.38664519,-84.36,8.25,11519.04,10127.2
107.09028315,-6.38667265,-80.26,8.5,36856.57,36954.91
107.09027902,-6.3867029,-77.54,8.75,15845.82,4953.38
107.09027627,-6.38673508,-76.54,9.25,37788.06,10728.65
107.09027231,-6.38677434,-76.11,10.0,42069.6,20608.93
107.09026593,-6.38681378,-80.96,7.0,32229.98,8345.63
107.09025801,-6.38685428,-80.25,4.0,31422.53,17290.91
107.09024767,-6.38689139,-80.71,2.25,23847.87,7301.63
107.09023893,-6.38692072,-80.71,4.75,21261.94,13433.3
107.09023039,-6.38695053,-80.93,4.5,25081.26,24176.24
107.09022886,-6.38697245,-80.88,8.0,7498.16,4436.54
107.09023166,-6.38699159,-82.68,4.33,17048.61,18169.27
107.09023825,-6.38700649,-79.29,8.0,14199.32,2793.45
107.09024987,-6.38701908,-77.43,8.0,13898.45,19691.02
107.09026973,-6.38702663,-84.09,8.25,19913.36,25753.63
107.09029892,-6.38703325,-89.0,6.0,19658.84,8212.94
107.09033325,-6.38703715,-87.3,6.5,15256.4,12790.95
107.09036874,-6.38703937,-86.32,5.0,28832.22,23062.54
107.09040821,-6.38704302,-87.72,4.5,17862.56,13645.45
107.09045286,-6.38705028,-82.47,6.33,16923.79,11422.43
107.0904905,-6.38705734,-76.61,5.5,29253.37,21970.77
107.09052238,-6.38706528,-77.68,4.75,17811.86,14333.95
107.09055515,-6.38707537,-85.15,1.5,15349.041032448376,10951.381842019011
107.09057337,-6.38708158,-81.82,1.5,15349.041032448376,10951.381842019011
107.09057337,-6.38708158,-89.06,-3.0,15349.041032448376,10951.381842019011
107.09214854,-6.38817047,-91.66,1.75,15349.041032448376,10951.381842019011
107.09217666,-6.38816121,-91.61,1.25,10390.71,3092.64
107.09221755,-6.38814843,-91.6,0.75,6081.71,5486.56
107.09225696,-6.38813759,-90.65,-0.5,7157.61,5183.2
107.0922925,-6.38812753,-92.83,-0.67,9681.88,6012.24
107.09233047,-6.38811758,-97.66,-2.25,6814.56,5621.27
107.09236526,-6.38810848,-98.26,-3.5,7807.13,3205.97
107.09239358,-6.38810026,-98.86,-9.5,6748.32,4857.91
107.09242248,-6.38809309,-97.99,-10.75,9993.0,5130.89
107.09245198,-6.38808515,-97.82,-9.75,12772.31,6834.76
107.09248319,-6.38807591,-90.23,-7.0,10293.23,2076.27
107.09251099,-6.3880678,-84.56,-2.75,4699.04,774.93
107.09254808,-6.38805491,-83.55,-0.33,10907.82,1981.6
107.09257823,-6.38804434,-87.04,-4.25,10063.57,4405.27
107.09260641,-6.38803357,-79.76,-0.75,8531.46,3451.0
107.09263355,-6.38801966,-79.76,0.0,14956.08,8681.07
107.09265768,-6.3880015,-86.45,1.75,25774.49,14951.97
107.09267445,-6.38797677,-93.18,-4.75,19406.82,7059.46
107.09268541,-6.38793735,-95.42,-2.0,5916.85,4301.76
107.09268996,-6.38788854,-97.3,-1.0,4283.3,6710.28
107.092691,-6.38784473,-98.1,-4.25,12860.29,11633.05
107.09269201,-6.38780407,-96.04,-3.25,5097.02,7872.19
107.09269336,-6.38776882,-93.74,-3.0,15967.0,13367.99
107.0926924,-6.38774648,-94.66,-0.75,18350.82,17563.24
107.09269152,-6.38772573,-95.87,-1.5,16769.12,13513.33
107.092691,-6.38770092,-95.4,-5.75,20766.21,15868.2
107.09269158,-6.38767133,-93.82,-4.67,16172.69,9401.16
107.09269084,-6.38764728,-91.3,-3.0,11178.78,9894.3
107.09268919,-6.38760864,-94.75,-2.5,18099.4,16092.36
107.09268542,-6.38757467,-92.6,-1.5,18118.74,17246.7
107.09268242,-6.38754266,-90.78,0.75,7898.16,8714.01
107.09267927,-6.38751766,-93.6,-2.0,14104.23,9900.63
107.09267784,-6.3874922,-94.98,-1.75,12457.94,5820.11
107.09268023,-6.38747022,-93.61,-2.67,15721.57,6456.09
107.09268257,-6.38744219,-90.11,3.75,19666.62,7217.4
107.09268349,-6.3874109,-91.46,-0.5,25811.15,8175.52
107.09268369,-6.3873814,-93.67,-3.75,20354.88,8263.23
107.09268266,-6.387354,-90.35,0.75,21404.17,2486.05
107.09268451,-6.38732532,-88.79,4.25,32289.47,6930.27
107.09268673,-6.38730047,-89.2,0.75,36447.1,8820.81
107.09268714,-6.38727347,-93.17,-0.67,32963.97,4141.66
107.09269081,-6.38723799,-91.78,-0.75,17637.41,6179.56
107.0926942,-6.38720064,-87.98,3.25,19060.2,854.76
107.09269562,-6.38716104,-91.47,1.75,25044.46,5718.95
107.0926956,-6.38711647,-91.42,-0.5,21158.21,2777.34
107.09269671,-6.38707571,-87.53,1.75,20787.01,8881.83
107.09269813,-6.38703394,-90.99,1.75,20665.8,4290.92
107.09269886,-6.38699221,-92.68,-0.75,28045.6,2683.45
107.09269979,-6.38694967,-89.11,1.33,15625.83,2408.9
107.0927012,-6.38690904,-84.7,4.75,14140.6,2446.17
107.09270256,-6.3868657,-86.48,0.75,16773.16,4526.83
107.09270571,-6.38682157,-89.48,-11.0,14234.68,2861.66
107.09270821,-6.3867752,-87.89,-3.75,4074.9,1781.74
107.09270963,-6.38673496,-87.61,2.0,1227.0,1275.47
107.09271266,-6.38669598,-85.63,2.25,0.0,11.19
107.09271831,-6.3866463,-82.8,5.0,13490.7,9195.44
107.09272217,-6.38659837,-85.08,1.67,38025.83,7106.05
107.09272655,-6.38655249,-87.09,2.0,20082.12,3279.67
107.09273171,-6.38650198,-93.64,0.25,27862.86,14025.65
107.09273702,-6.3864502,-94.26,2.25,19769.77,4032.64
107.09274084,-6.38640912,-86.26,3.0,9972.8,7122.51
107.09274587,-6.38635766,-86.43,0.0,847.46,26.77
107.09274779,-6.38632691,-85.9,4.25,7916.92,12416.45
107.09275093,-6.38626448,-89.06,1.5,960.29,749.55
107.09275371,-6.3862101,-88.99,1.0,494.02,7989.72
107.09275314,-6.38616368,-83.29,4.5,11369.79,12484.8
107.09275356,-6.38611227,-84.5,2.75,9319.33,7346.27
107.09275639,-6.38606117,-82.19,8.0,10887.46,11974.05
107.09275953,-6.38601355,-82.04,5.25,24631.88,9786.96
107.0927623,-6.38597172,-82.99,3.0,10423.15,11990.18
107.09276499,-6.38592915,-88.38,1.0,14537.11,8285.99
107.09276811,-6.38589486,-90.73,-1.67,12235.66,7194.47
107.09277603,-6.38586874,-90.39,1.25,10476.73,1499.22
107.09278871,-6.38585304,-85.69,5.25,8400.08,1243.9
107.0928065,-6.38584431,-83.41,4.75,12623.94,813.22
107.09282818,-6.38584292,-89.59,5.75,32767.94,3315.96
107.09284655,-6.38584789,-85.85,5.75,11997.82,2457.94
107.092868,-6.3858551,-92.21,2.75,22375.6,5430.06
107.09288373,-6.38586142,-91.75,4.67,18093.97,5061.4
107.0928968,-6.38586517,-94.33,1.0,18346.51,6626.01
107.09290776,-6.38586631,-94.21,0.75,20780.95,14758.04
107.09291007,-6.38586641,-91.3,3.25,27078.95,20732.16
107.09291104,-6.38586342,-89.33,4.5,31867.42,27406.6
107.09291138,-6.38586237,-87.32,4.25,13454.7,13745.27
107.09291138,-6.38586237,-87.62,1.0,14548.13,14873.75
107.09291138,-6.38586237,-88.03,3.33,11940.41,8081.52
107.09291138,-6.38586237,-90.35,3.0,14117.76,14789.12
107.09291369,-6.38586173,-92.48,4.75,16353.41,20783.22
107.09292146,-6.38585999,-95.02,2.25,23071.33,24928.29
107.09293295,-6.38585819,-95.74,4.5,26709.44,12491.07
107.09294669,-6.38585428,-98.78,0.75,25688.02,19504.54
107.09295599,-6.38584995,-100.19,0.67,16146.05,8915.96
107.09295729,-6.38584928,-97.91,3.75,16322.38,18808.19
107.09296213,-6.3858484,-97.0,2.75,19645.66,25232.08
107.09296386,-6.38584808,-99.7,0.75,14432.61,16429.3
107.09296386,-6.38584808,-97.31,4.0,4313.47,5344.73
107.09296783,-6.38584672,-97.71,3.0,10160.26,10998.84
107.09297859,-6.38584404,-97.66,1.0,8277.3,4065.31
107.09299246,-6.3858421,-97.67,2.0,0.0,11.16
107.09300807,-6.38584096,-94.53,6.33,0.48,0.42
107.09302715,-6.38584244,-96.41,3.25,44.8,16.85
107.09304691,-6.38584601,-97.12,4.75,22.42,12.3
107.09306413,-6.38584917,-94.76,6.5,0.0,33.63
107.09308151,-6.38585086,-95.71,6.25,0.0,44.89
107.09309829,-6.38585135,-98.22,2.75,22.36,1.21
107.09312323,-6.3858538,-97.02,2.75,33.98,13.3
107.09315389,-6.38585855,-95.54,5.33,0.0,0.41
107.09318347,-6.38586364,-96.46,2.0,0.0,0.0
107.09321167,-6.38586819,-95.59,5.25,0.0,0.0
107.09323108,-6.38587031,-94.1,6.25,0.0,0.0
107.0932548,-6.38587257,-88.71,9.75,22.31,11.44
107.09328077,-6.38587422,-85.14,8.0,22.63,1.16
107.0933014,-6.38587667,-78.24,13.5,22.36,10.92
107.09332556,-6.38587901,-77.07,11.67,11.2,30.27
107.09335378,-6.38588135,-77.83,12.25,0.0,9.9
107.09337513,-6.3858846,-79.69,9.25,11.18,20.31
107.09339333,-6.38588748,-77.44,11.0,0.0,9.95
107.09341176,-6.38589123,-81.0,8.5,0.48,6.04
107.09342862,-6.38589437,-79.08,8.75,0.0,0.0
107.09345021,-6.38589825,-80.29,9.75,22.42,1.15
107.09347365,-6.38590206,-82.96,7.0,11.19,0.64
107.09349414,-6.38590325,-79.41,11.25,22.33,1.21
107.09351005,-6.38590386,-76.66,14.0,11.22,0.51
107.09352138,-6.3859028,-78.01,10.5,0.0,0.0
107.09352248,-6.38590254,-76.8,13.0,0.0,0.0
107.09351486,-6.38590217,-78.08,9.0,0.0,0.0
107.09350139,-6.38590215,-77.88,10.0,0.0,0.0
107.0934856,-6.38590292,-79.37,7.67,0.0,0.0
107.09347264,-6.38590433,-77.96,10.5,0.0,0.0
107.09346177,-6.38590623,-78.46,11.0,22.36,11.05
107.09346017,-6.38590653,-78.27,10.25,0.0,5.65
107.09345474,-6.38590749,-81.28,6.5,0.0,19.82
107.09345343,-6.38590771,-80.05,10.75,0.0,0.0
107.09345529,-6.38591165,-80.01,5.0,0.0,0.0
107.09346257,-6.38592159,-79.19,11.25,0.32,1.7
107.09347238,-6.38594001,-82.04,10.0,11.54,2.32
107.09348092,-6.38596807,-78.57,11.0,0.32,0.41
107.0934844,-6.38599807,-78.99,10.0,0.32,31.72
107.09348357,-6.38602244,-81.05,11.0,0.0,0.0
107.093479,-6.38605336,-79.99,9.25,11.24,10.47
107.09347431,-6.38607778,-77.85,7.75,0.32,0.42
107.09347214,-6.38609676,-80.74,8.33,0.0,9.91
107.09347321,-6.38612184,-77.77,5.25,22.33,2.4
107.09347535,-6.38614479,-74.96,9.25,0.0,9.88
107.09347707,-6.38616518,-75.31,9.0,0.0,0.0
107.09347906,-6.3861852,-77.94,11.0,0.0,9.89
107.09348136,-6.38621038,-76.68,11.25,0.0,0.0
107.09348302,-6.38624014,-78.64,10.33,0.32,0.42
107.09348428,-6.38626776,-79.24,8.25,0.0,0.0
107.09348497,-6.38629898,-78.91,4.75,0.0,0.0
107.09348542,-6.38632672,-75.76,12.0,11.19,0.58
107.09348618,-6.38635332,-74.05,13.25,11.22,2.03
107.09348689,-6.3863799,-72.96,15.25,0.0,0.64
107.09348536,-6.38640481,-72.58,14.75,22.2,1.27
107.09348711,-6.38643093,-73.11,15.33,0.0,2.74
107.09348858,-6.38645779,-75.05,16.0,11.22,9.07
107.09349032,-6.38648571,-75.14,15.25,22.36,6.71
107.09349041,-6.38651303,-74.36,14.75,0.0,15.35
107.09348982,-6.38653744,-73.71,13.25,0.0,4.65
107.09348906,-6.3865632,-75.77,12.5,0.0,4.04
107.09348962,-6.38658875,-76.86,11.0,0.0,4.19
107.09349085,-6.38661517,-77.09,13.0,0.0,2.51
107.09349226,-6.38664383,-76.05,12.33,0.0,1.76
107.09349437,-6.38667341,-76.1,13.0,0.0,2.65
107.09349712,-6.38669659,-75.75,14.5,15349.041032448376,10951.381842019011
107.09350069,-6.38672498,-75.84,15.0,15349.041032448376,10951.381842019011
107.09350527,-6.38675203,-75.75,15.25,15349.041032448376,10951.381842019011
107.0935094,-6.3867782,-77.08,16.5,15349.041032448376,10951.381842019011
107.09351491,-6.38680573,-78.06,11.0,15349.041032448376,10951.381842019011
107.09351939,-6.3868355,-81.35,12.25,15349.041032448376,10951.381842019011
107.09351772,-6.3868595,-80.09,14.25,15349.041032448376,10951.381842019011
107.09350933,-6.38687831,-78.71,11.25,15349.041032448376,10951.381842019011
107.09349339,-6.38689096,-81.83,11.75,15349.041032448376,10951.381842019011
107.09347745,-6.38689841,-84.3,11.25,15349.041032448376,10951.381842019011
107.09346298,-6.38690152,-77.55,13.0,15349.041032448376,10951.381842019011
107.09344414,-6.3868992,-82.28,12.33,15349.041032448376,10951.381842019011
107.09342777,-6.38689569,-83.21,10.25,15349.041032448376,10951.381842019011
107.09341295,-6.38689393,-80.51,11.0,15349.041032448376,10951.381842019011
107.09339768,-6.38689343,-77.85,14.75,15349.041032448376,10951.381842019011
107.09338041,-6.3868912,-78.55,14.75,15349.041032448376,10951.381842019011
107.09336169,-6.38688827,-79.91,15.5,15349.041032448376,10951.381842019011
107.09334477,-6.38688464,-83.16,11.75,15349.041032448376,10951.381842019011
107.09332816,-6.38688045,-84.86,14.0,15349.041032448376,10951.381842019011
107.09331409,-6.38687729,-87.38,11.33,15349.041032448376,10951.381842019011
107.09330391,-6.38687515,-89.61,7.5,15349.041032448376,10951.381842019011
107.09328916,-6.3868725,-90.38,7.0,15349.041032448376,10951.381842019011
107.09327296,-6.38687082,-92.45,6.75,15349.041032448376,10951.381842019011
107.09325355,-6.38687037,-96.11,8.0,15349.041032448376,10951.381842019011
107.0932307,-6.38687123,-95.85,6.25,15349.041032448376,10951.381842019011
107.09320433,-6.38687138,-94.69,7.25,15349.041032448376,10951.381842019011
107.09318152,-6.38686951,-97.3,4.67,15349.041032448376,10951.381842019011
107.09315678,-6.38686552,-96.36,1.5,15349.041032448376,10951.381842019011
107.09312756,-6.38685904,-96.57,7.0,15349.041032448376,10951.381842019011
107.09310663,-6.38685652,-96.6,8.0,15349.041032448376,10951.381842019011
107.09308763,-6.38685517,-96.19,5.5,15349.041032448376,10951.381842019011
107.09306214,-6.38685513,-96.82,1.0,15349.041032448376,10951.381842019011
107.09303976,-6.38685686,-95.95,3.67,15349.041032448376,10951.381842019011
107.09301703,-6.38685833,-97.86,0.5,15349.041032448376,10951.381842019011
107.09299224,-6.38685704,-98.03,1.0,15349.041032448376,10951.381842019011
107.09296817,-6.38685442,-98.14,-2.25,15349.041032448376,10951.381842019011
107.09294607,-6.38685138,-97.46,-0.5,15349.041032448376,10951.381842019011
107.09291963,-6.38684512,-96.27,2.25,15349.041032448376,10951.381842019011
107.0929015,-6.38683769,-93.5,0.75,15349.041032448376,10951.381842019011
107.09288339,-6.38683262,-92.84,2.33,15349.041032448376,10951.381842019011
107.09286648,-6.3868283,-90.92,0.25,15349.041032448376,10951.381842019011
107.09284664,-6.38682449,-85.79,-1.75,15349.041032448376,10951.381842019011
107.09282914,-6.38682362,-83.83,0.75,15349.041032448376,10951.381842019011
107.09281146,-6.38682644,-85.89,1.5,15349.041032448376,10951.381842019011
107.09279643,-6.38683037,-83.75,-0.25,15349.041032448376,10951.381842019011
107.09278224,-6.38682801,-81.27,0.0,15349.041032448376,10951.381842019011
107.09277342,-6.38682334,-83.53,2.0,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-83.51,2.5,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-81.22,-0.75,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-78.92,4.0,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-80.2,4.0,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-80.34,4.5,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-79.36,1.5,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-79.12,1.67,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-79.57,3.0,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-78.75,2.75,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-79.17,3.0,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-79.66,5.0,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-79.71,4.5,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-83.8,1.67,15349.041032448376,10951.381842019011
107.09277104,-6.38682166,-82.24,1.0,15349.041032448376,10951.381842019011
107.09276632,-6.38682169,-80.0,0.5,15349.041032448376,10951.381842019011
107.09275667,-6.38682187,-82.52,1.0,15349.041032448376,10951.381842019011
107.09274507,-6.38682332,-84.99,-0.25,15349.041032448376,10951.381842019011
107.09273534,-6.38682611,-87.49,-0.75,15349.041032448376,10951.381842019011
107.09272844,-6.38683337,-87.28,2.25,15349.041032448376,10951.381842019011
107.0927234,-6.38684669,-90.65,1.0,15349.041032448376,10951.381842019011
107.09271894,-6.38686717,-88.51,2.5,15349.041032448376,10951.381842019011
107.09271683,-6.38688837,-89.15,4.0,15349.041032448376,10951.381842019011
107.09271559,-6.38690952,-90.77,8.0,15349.041032448376,10951.381842019011
107.0927156,-6.38693304,-90.91,6.0,15349.041032448376,10951.381842019011
107.09271397,-6.38694875,-90.84,6.75,15349.041032448376,10951.381842019011
107.09271159,-6.3869586,-89.94,6.25,15349.041032448376,10951.381842019011
107.09270991,-6.38696604,-89.51,4.5,15349.041032448376,10951.381842019011
107.09270971,-6.386967,-92.68,4.67,15349.041032448376,10951.381842019011
107.09270971,-6.386967,-91.37,4.5,15349.041032448376,10951.381842019011
107.09270971,-6.386967,-91.31,8.0,15349.041032448376,10951.381842019011
107.09270971,-6.386967,-84.9,3.0,15349.041032448376,10951.381842019011
107.0927561,-6.38611644,-86.84,2.5,15349.041032448376,10951.381842019011
107.09275532,-6.3860904,-85.88,1.0,15349.041032448376,10951.381842019011
107.09275558,-6.38601621,-86.1,0.25,15349.041032448376,10951.381842019011
107.09275935,-6.38595,-90.5,-2.25,15349.041032448376,10951.381842019011
107.0927635,-6.38588617,-85.43,5.25,15349.041032448376,10951.381842019011
107.09276667,-6.38581692,-86.94,1.75,15349.041032448376,10951.381842019011
107.09277101,-6.38575435,-87.28,6.33,15349.041032448376,10951.381842019011
107.09277471,-6.38569783,-88.42,5.5,15349.041032448376,10951.381842019011
107.09277733,-6.38563161,-85.79,2.5,15349.041032448376,10951.381842019011
107.09277955,-6.38556279,-82.19,5.0,15349.041032448376,10951.381842019011
107.09278276,-6.38551305,-80.01,6.75,15349.041032448376,10951.381842019011
107.09278611,-6.3854596,-76.56,7.25,15349.041032448376,10951.381842019011
107.09279114,-6.38541309,-78.92,5.75,15349.041032448376,10951.381842019011
107.09279845,-6.38537824,-71.68,7.25,15349.041032448376,10951.381842019011
107.0928104,-6.38534156,-74.3,5.33,15349.041032448376,10951.381842019011
107.09282643,-6.38530099,-72.36,7.5,15349.041032448376,10951.381842019011
107.09284325,-6.38526258,-70.99,11.0,15349.041032448376,10951.381842019011
107.09285958,-6.38521921,-74.85,7.0,15349.041032448376,10951.381842019011
107.09287533,-6.38515984,-74.93,7.75,15349.041032448376,10951.381842019011
107.09288676,-6.38509814,-78.84,5.5,15349.041032448376,10951.381842019011
107.09289333,-6.38504754,-90.52,1.25,15349.041032448376,10951.381842019011
107.09290192,-6.3849897,-90.82,-3.0,15349.041032448376,10951.381842019011
107.092909,-6.38494827,-86.69,-0.75,15349.041032448376,10951.381842019011
107.09291497,-6.38491686,-84.88,2.25,15349.041032448376,10951.381842019011
107.09292275,-6.38487609,-74.93,5.25,15349.041032448376,10951.381842019011
107.09293228,-6.38483094,-81.91,5.0,15349.041032448376,10951.381842019011
107.09294187,-6.38478751,-84.17,6.0,15349.041032448376,10951.381842019011
107.09295319,-6.38474076,-86.38,2.0,15349.041032448376,10951.381842019011
107.09296417,-6.38469835,-83.4,4.75,15349.041032448376,10951.381842019011
107.09297311,-6.38465916,-80.43,7.0,15349.041032448376,10951.381842019011
107.09297912,-6.38462831,-71.9,8.25,15349.041032448376,10951.381842019011
107.09298396,-6.3846016,-70.12,11.75,15349.041032448376,10951.381842019011
107.09298705,-6.38458615,-70.63,9.0,15349.041032448376,10951.381842019011
107.09299059,-6.3845793,-67.07,11.75,15349.041032448376,10951.381842019011
107.09299157,-6.384578,-65.21,16.5,15349.041032448376,10951.381842019011
107.09299157,-6.384578,-69.65,12.25,15349.041032448376,10951.381842019011
107.09299727,-6.38457626,-75.73,12.0,15349.041032448376,10951.381842019011
107.09301011,-6.38457328,-79.28,11.0,15349.041032448376,10951.381842019011
107.09302865,-6.38457424,-81.12,12.25,15349.041032448376,10951.381842019011
107.09305322,-6.38458107,-80.15,12.0,15349.041032448376,10951.381842019011
107.09307635,-6.38458863,-80.91,12.75,15349.041032448376,10951.381842019011
107.09310566,-6.38459733,-81.04,11.5,15349.041032448376,10951.381842019011
107.0931324,-6.38460465,-84.66,9.25,15349.041032448376,10951.381842019011
107.09315499,-6.38460994,-86.09,8.33,15349.041032448376,10951.381842019011
107.0931783,-6.38461516,-83.38,9.0,15349.041032448376,10951.381842019011
107.09320004,-6.38461926,-83.21,9.75,15349.041032448376,10951.381842019011
107.09322361,-6.38462217,-82.12,8.25,15349.041032448376,10951.381842019011
107.09324795,-6.38462497,-87.96,8.0,15349.041032448376,10951.381842019011
107.09327587,-6.38463065,-84.65,4.75,15349.041032448376,10951.381842019011
107.09329932,-6.38463452,-85.86,6.5,15349.041032448376,10951.381842019011
107.09332495,-6.38463885,-82.12,11.33,15349.041032448376,10951.381842019011
107.09335167,-6.38464292,-81.78,11.0,15349.041032448376,10951.381842019011
107.09337947,-6.38464679,-82.69,11.0,15349.041032448376,10951.381842019011
107.09340071,-6.38464987,-83.35,10.75,15349.041032448376,10951.381842019011
107.09342577,-6.38465281,-82.33,7.5,15349.041032448376,10951.381842019011
107.09344669,-6.38465581,-80.12,11.25,15349.041032448376,10951.381842019011
107.09346968,-6.38465921,-81.64,11.75,15349.041032448376,10951.381842019011
107.09349581,-6.38466479,-80.68,11.0,15349.041032448376,10951.381842019011
107.09352082,-6.38467077,-79.35,8.5,15349.041032448376,10951.381842019011
107.09355377,-6.38467858,-82.08,6.75,15349.041032448376,10951.381842019011
107.09358388,-6.38468654,-83.66,10.5,15349.041032448376,10951.381842019011
107.09360937,-6.38469419,-84.75,8.75,15349.041032448376,10951.381842019011
107.0936282,-6.38469895,-86.27,9.25,15349.041032448376,10951.381842019011
107.09364479,-6.38470197,-86.65,10.5,15349.041032448376,10951.381842019011
107.09366274,-6.38470457,-85.9,11.33,15349.041032448376,10951.381842019011
107.0936829,-6.38470712,-88.07,6.75,15349.041032448376,10951.381842019011
107.09370073,-6.38470958,-88.96,4.0,15349.041032448376,10951.381842019011
107.09372534,-6.38471149,-88.43,-3.25,15349.041032448376,10951.381842019011
107.09375277,-6.38471519,-89.2,-1.25,15349.041032448376,10951.381842019011
107.09377602,-6.38471974,-89.64,-0.25,15349.041032448376,10951.381842019011
107.09380204,-6.38472507,-86.96,3.0,15349.041032448376,10951.381842019011
107.093825,-6.38472994,-84.67,6.0,15349.041032448376,10951.381842019011
107.09384425,-6.38473287,-83.38,8.0,15349.041032448376,10951.381842019011
107.0938654,-6.38473489,-82.59,4.25,15349.041032448376,10951.381842019011
107.09389094,-6.38473733,-82.9,7.0,15349.041032448376,10951.381842019011
107.09391632,-6.38474083,-82.99,7.5,15349.041032448376,10951.381842019011
107.09394359,-6.38474694,-85.76,0.25,15349.041032448376,10951.381842019011
107.09397421,-6.38475532,-85.23,4.0,15349.041032448376,10951.381842019011
107.09399712,-6.3847611,-86.79,8.67,15349.041032448376,10951.381842019011
107.09401896,-6.38476569,-87.44,7.75,15349.041032448376,10951.381842019011
107.0940376,-6.38476906,-80.42,6.75,15349.041032448376,10951.381842019011
